Width,Height,Icing Thickness,Flavour,Wedding,Fancy,Price
6,4,5,vanilla,No,Somewhat,8.47
11,7,9,chocolate,No,Somewhat,31.75
12,8,11,chocolate,No,Somewhat,39.86
8,10,5,vanilla,No,Very,27.52
12,9,6,vanilla,No,Somewhat,64.95
14,10,7,vanilla,No,No,56.3
11,9,10,vanilla,No,No,35.28
10,5,10,chocolate,No,Somewhat,18.0
11,6,6,lemon,No,Somewhat,75.82
7,12,7,vanilla,Yes,No,10.29
7,8,11,lemon,No,No,8.45
12,5,6,strawberry,No,No,42.72
9,7,7,vanilla,No,Somewhat,45.06
9,8,9,chocolate,No,Somewhat,24.52
6,6,6,vanilla,No,Somewhat,12.54
13,8,7,vanilla,No,No,79.83
4,7,6,chocolate,No,No,4.76
8,6,6,lemon,No,No,27.29
6,6,12,chocolate,No,No,2.95
7,4,11,chocolate,No,Somewhat,6.11
9,6,8,strawberry,No,Somewhat,25.03
10,7,7,chocolate,No,No,48.72
13,8,12,vanilla,No,Somewhat,47.87
9,6,11,vanilla,No,Somewhat,18.9
8,7,9,strawberry,No,Somewhat,14.58
14,9,4,vanilla,No,Somewhat,63.07
6,9,8,vanilla,No,Somewhat,23.51
6,7,4,vanilla,No,Somewhat,11.81
10,9,6,chocolate,No,Very,35.52
7,4,7,vanilla,No,Somewhat,11.35
5,10,7,lemon,Yes,Somewhat,13.76
10,8,10,marzipan,No,No,23.21
8,9,8,vanilla,No,No,16.65
8,10,4,lemon,No,Somewhat,35.39
12,7,9,chocolate,No,Somewhat,41.87
12,7,6,chocolate,No,No,85.76
8,8,8,lemon,No,Very,24.86
10,8,6,vanilla,No,No,45.08
10,5,5,chocolate,No,Somewhat,27.54
6,7,4,marzipan,No,No,9.33
9,8,12,vanilla,No,Somewhat,21.12
9,6,7,strawberry,No,No,16.96
8,12,6,chocolate,Yes,No,10.38
13,9,10,chocolate,No,No,65.71
7,9,9,chocolate,No,No,25.99
13,9,12,chocolate,No,Somewhat,51.51
7,8,6,lemon,No,Somewhat,34.5
7,7,9,vanilla,No,Somewhat,17.3
5,6,7,vanilla,No,Somewhat,8.24
4,10,8,chocolate,Yes,No,3.88
10,8,11,chocolate,No,No,14.31
7,5,10,lemon,No,Somewhat,11.0
8,7,12,chocolate,No,Very,12.85
11,8,6,vanilla,No,No,57.48
12,8,4,vanilla,No,Somewhat,45.48
9,5,7,vanilla,No,Somewhat,20.39
6,7,5,vanilla,No,No,11.48
8,7,8,chocolate,No,Somewhat,23.34
8,9,9,chocolate,No,Somewhat,24.44
12,9,9,vanilla,No,No,70.12
11,5,9,strawberry,No,Somewhat,22.64
6,8,11,lemon,No,No,13.38
6,5,10,chocolate,No,No,6.55
7,13,12,vanilla,Yes,Somewhat,14.39
10,9,8,vanilla,Yes,No,10.71
12,7,7,chocolate,No,No,49.86
8,5,7,strawberry,No,Very,13.28
8,10,6,marzipan,No,No,20.64
8,10,10,vanilla,No,No,15.46
5,7,8,vanilla,No,Somewhat,11.76
10,8,8,vanilla,No,Somewhat,34.73
12,7,7,vanilla,No,Somewhat,55.35
11,6,12,vanilla,No,Somewhat,15.86
13,7,9,lemon,No,No,58.92
7,9,12,vanilla,No,Somewhat,12.59
10,5,7,chocolate,No,Somewhat,28.18
7,4,7,chocolate,No,Very,9.33
10,5,7,chocolate,No,Somewhat,30.29
12,7,10,lemon,No,Somewhat,43.33
10,5,8,lemon,No,Somewhat,24.67
9,9,6,marzipan,No,Somewhat,41.5
9,4,5,vanilla,No,Somewhat,11.88
9,9,7,lemon,No,Somewhat,50.61
8,7,7,chocolate,No,Somewhat,21.97
10,10,7,chocolate,Yes,Very,59.19
8,9,7,vanilla,No,Somewhat,25.52
8,5,8,chocolate,No,No,16.08
4,7,10,strawberry,No,Somewhat,4.83
9,12,11,lemon,Yes,Somewhat,25.31
8,7,11,marzipan,No,No,12.35
13,13,9,strawberry,Yes,Somewhat,60.25
13,8,6,chocolate,No,Somewhat,85.18
11,6,8,strawberry,No,No,28.72
9,7,7,chocolate,No,Somewhat,28.02
10,7,4,vanilla,No,Somewhat,43.3
6,7,8,vanilla,No,Somewhat,11.38
5,4,12,chocolate,No,Somewhat,3.65
12,8,7,vanilla,No,Somewhat,75.75
8,6,9,chocolate,No,No,13.26
5,6,9,chocolate,No,Somewhat,5.7
5,6,10,chocolate,No,Somewhat,6.91
12,5,5,lemon,No,No,46.53
10,7,4,strawberry,No,Somewhat,22.11
8,5,8,chocolate,No,No,14.04
9,10,9,strawberry,No,Somewhat,27.96
12,9,6,chocolate,No,No,62.64
9,10,9,strawberry,Yes,Somewhat,21.28
8,8,6,vanilla,No,No,18.18
6,4,5,vanilla,No,No,5.91
6,6,8,vanilla,No,Very,9.28
12,8,8,vanilla,No,No,40.23
7,6,9,strawberry,No,No,10.78
7,7,8,lemon,No,Very,18.59
8,7,6,chocolate,No,Somewhat,39.69
12,7,9,vanilla,No,Somewhat,42.25
10,7,7,chocolate,No,Somewhat,61.43
9,7,9,lemon,No,Somewhat,23.35
14,10,9,chocolate,No,Somewhat,114.6
6,9,7,chocolate,Yes,Somewhat,8.75
12,10,4,chocolate,Yes,Somewhat,74.04
8,7,6,vanilla,No,Somewhat,25.82
12,5,10,vanilla,No,No,25.96
11,8,11,marzipan,No,Somewhat,33.84
6,8,8,lemon,No,Somewhat,17.56
13,6,8,marzipan,No,No,44.18
4,10,7,lemon,Yes,No,4.54
13,9,6,strawberry,No,No,54.97
7,6,9,chocolate,No,No,12.47
6,5,6,vanilla,No,Somewhat,11.88
12,6,10,marzipan,No,Somewhat,37.2
6,8,6,chocolate,No,Somewhat,20.38
11,9,8,chocolate,No,Somewhat,61.15
11,7,8,chocolate,No,Somewhat,40.51
12,9,7,chocolate,No,Very,41.6
5,4,5,chocolate,No,Very,3.56
6,5,5,vanilla,No,Very,10.21
9,10,5,vanilla,No,Somewhat,43.9
12,8,7,vanilla,No,No,52.29
11,8,8,chocolate,No,Very,41.73
6,7,8,vanilla,No,No,7.81
10,4,8,vanilla,No,Very,22.23
13,14,8,chocolate,Yes,Somewhat,81.31
10,8,4,chocolate,No,Somewhat,28.98
10,7,9,chocolate,No,Somewhat,46.64
6,8,8,chocolate,No,Somewhat,18.3
7,7,7,chocolate,No,No,22.8
7,9,8,chocolate,No,Somewhat,17.48
6,7,4,lemon,No,No,9.96
9,13,9,vanilla,Yes,No,15.29
5,10,9,chocolate,Yes,Somewhat,10.82
7,6,5,vanilla,No,No,12.57
14,10,5,strawberry,No,No,123.61
10,5,10,lemon,No,Somewhat,27.94
7,7,9,vanilla,No,No,15.3
8,7,7,coffee,No,Somewhat,44.35
12,8,7,vanilla,No,No,73.14
10,4,7,chocolate,No,No,15.21
8,8,7,chocolate,No,Somewhat,39.16
7,6,7,lemon,No,Somewhat,23.75
8,8,10,vanilla,No,Very,15.69
9,7,10,strawberry,No,Somewhat,25.92
12,11,10,strawberry,Yes,Somewhat,33.94
8,8,10,chocolate,No,Somewhat,15.75
11,9,7,chocolate,No,Somewhat,62.37
11,5,5,vanilla,No,Very,24.38
13,10,8,chocolate,No,Somewhat,96.77
9,5,12,lemon,No,Somewhat,12.61
9,5,11,lemon,No,No,15.83
7,8,9,chocolate,No,Somewhat,26.68
6,4,10,lemon,No,Somewhat,4.75
7,5,9,coffee,No,Somewhat,16.05
9,6,10,vanilla,No,No,18.97
9,10,11,strawberry,No,Somewhat,19.46
6,5,11,chocolate,No,No,5.24
7,8,10,chocolate,Yes,Somewhat,9.93
10,8,9,vanilla,No,Somewhat,45.7
9,5,10,vanilla,No,No,12.12
13,7,9,lemon,No,Somewhat,73.37
13,7,11,chocolate,No,Somewhat,32.42
7,6,7,chocolate,No,No,23.06
5,5,10,vanilla,No,Somewhat,6.62
12,7,6,vanilla,No,Somewhat,54.0
5,10,12,chocolate,Yes,No,2.02
5,7,8,vanilla,No,No,9.19
6,6,9,vanilla,No,Somewhat,11.05
10,7,8,chocolate,No,Somewhat,37.28
4,4,10,chocolate,No,Very,1.44
4,9,8,chocolate,Yes,Somewhat,4.93
11,6,12,vanilla,No,Somewhat,13.21
7,6,9,chocolate,No,Somewhat,11.3
10,8,5,chocolate,No,Somewhat,39.8
9,7,5,vanilla,No,No,27.07
10,6,8,vanilla,No,Somewhat,31.52
7,9,8,vanilla,No,No,28.03
10,8,10,chocolate,No,Somewhat,46.08
8,4,5,chocolate,No,Somewhat,10.25
7,7,8,lemon,No,Somewhat,17.58
9,10,10,chocolate,No,Very,26.34
4,7,8,vanilla,No,No,3.14
7,6,8,vanilla,No,Somewhat,9.66
6,4,9,lemon,No,No,4.23
8,7,8,vanilla,No,Very,19.35
7,7,8,vanilla,No,Somewhat,25.27
5,7,8,strawberry,No,Somewhat,6.68
8,6,7,chocolate,No,No,19.29
10,8,6,lemon,No,Somewhat,53.04
5,11,11,chocolate,Yes,Somewhat,6.93
11,8,10,chocolate,No,Very,30.81
9,7,7,vanilla,No,No,22.6
13,9,9,vanilla,No,No,57.0
7,7,8,strawberry,No,No,8.6
14,7,6,strawberry,No,Somewhat,95.34
10,8,6,vanilla,No,Somewhat,38.16
12,8,9,vanilla,No,Very,35.57
7,8,7,strawberry,No,No,14.58
6,9,11,chocolate,No,Somewhat,10.56
8,5,7,chocolate,No,Very,12.43
9,9,10,lemon,No,Very,26.6
6,6,7,vanilla,No,Very,9.5
10,9,8,chocolate,No,Very,28.74
4,4,6,marzipan,No,Somewhat,2.59
10,5,9,lemon,No,No,19.67
8,7,10,chocolate,No,Somewhat,23.76
8,10,7,strawberry,No,No,29.2
10,9,11,marzipan,Yes,No,6.66
8,6,7,lemon,No,No,20.79
8,6,10,strawberry,No,No,10.48
12,13,9,chocolate,Yes,No,30.17
10,8,9,chocolate,Yes,Somewhat,18.71
10,8,10,strawberry,No,No,27.22
11,8,11,lemon,No,Somewhat,40.45
7,7,12,chocolate,No,No,9.85
11,7,9,strawberry,No,Somewhat,32.09
6,6,6,chocolate,No,Somewhat,14.7
10,5,12,lemon,No,No,15.55
11,5,12,vanilla,No,No,15.66
8,8,4,vanilla,No,No,24.1
8,5,10,chocolate,No,Somewhat,13.73
11,11,11,chocolate,Yes,No,10.13
10,7,10,chocolate,No,Somewhat,35.88
8,5,7,vanilla,No,No,17.77
4,5,5,strawberry,No,No,3.74
9,9,8,lemon,No,Somewhat,53.0
9,6,9,chocolate,No,No,24.49
7,13,7,vanilla,Yes,Very,33.24
6,9,10,strawberry,No,Somewhat,9.6
11,8,6,marzipan,No,Somewhat,61.36
5,8,11,chocolate,No,No,6.21
9,12,9,lemon,Yes,No,22.78
7,8,11,chocolate,No,Somewhat,10.64
11,9,11,strawberry,No,Somewhat,24.46
12,10,8,chocolate,No,Somewhat,69.12
11,8,5,chocolate,No,Somewhat,52.65
10,6,8,lemon,No,No,24.84
7,9,11,lemon,Yes,No,5.88
10,5,5,chocolate,No,Somewhat,29.4
10,6,6,chocolate,No,Somewhat,45.2
8,9,8,chocolate,No,No,38.3
9,9,8,vanilla,Yes,No,11.43
7,4,5,chocolate,No,Very,7.37
7,12,8,vanilla,Yes,No,17.64
13,9,7,chocolate,No,Somewhat,86.13
8,6,7,lemon,No,No,20.79
11,8,11,lemon,No,Somewhat,37.64
5,5,10,vanilla,No,Somewhat,6.97
11,6,10,vanilla,No,No,21.51
12,8,5,chocolate,No,No,46.62
6,4,9,vanilla,No,Somewhat,7.02
11,10,10,strawberry,No,Somewhat,40.03
9,8,10,vanilla,No,Very,15.6
6,6,8,vanilla,No,Somewhat,12.15
6,12,10,chocolate,Yes,Somewhat,11.68
6,6,11,chocolate,No,No,8.51
8,6,7,lemon,No,No,22.93
6,7,7,vanilla,No,No,13.1
12,8,8,vanilla,No,No,57.86
13,10,6,chocolate,No,No,121.75
7,8,10,chocolate,No,Somewhat,14.18
8,7,4,lemon,No,No,15.98
9,9,7,vanilla,Yes,No,11.69
12,6,8,vanilla,No,Somewhat,30.6
7,6,7,chocolate,No,Somewhat,19.63
9,13,10,lemon,Yes,Very,64.2
10,6,9,vanilla,No,Very,16.6
10,8,7,chocolate,No,Somewhat,42.77
12,8,7,vanilla,No,Very,51.84
11,7,9,marzipan,No,Somewhat,33.03
14,9,11,vanilla,No,Somewhat,69.88
7,7,8,chocolate,No,Somewhat,15.94
9,4,7,chocolate,No,Somewhat,17.93
11,6,6,chocolate,No,No,52.27
12,6,11,vanilla,No,No,18.74
7,8,7,chocolate,No,No,22.69
10,9,6,marzipan,No,Very,29.06
6,6,11,vanilla,No,Somewhat,4.68
14,10,12,chocolate,No,Somewhat,49.42
10,7,8,chocolate,No,Somewhat,52.53
6,6,10,lemon,No,Somewhat,10.61
11,9,8,chocolate,No,Somewhat,75.75
8,5,6,lemon,No,No,19.02
7,9,4,chocolate,No,Somewhat,18.96
12,13,6,chocolate,Yes,Somewhat,139.54
11,7,8,lemon,No,Somewhat,51.98
6,7,5,chocolate,No,No,8.13
6,6,11,chocolate,No,No,6.36
10,5,8,vanilla,No,Somewhat,31.79
12,6,11,lemon,No,No,21.75
7,10,8,strawberry,Yes,Very,23.44
7,8,4,chocolate,No,No,26.34
10,6,10,vanilla,No,No,12.98
5,7,9,chocolate,No,No,7.18
11,10,9,vanilla,Yes,Somewhat,27.79
4,7,7,strawberry,No,Somewhat,4.75
9,7,8,chocolate,No,Somewhat,20.45
9,7,8,chocolate,No,Somewhat,29.52
6,5,7,vanilla,No,No,9.77
12,6,4,vanilla,No,Somewhat,43.8
9,6,8,chocolate,No,Somewhat,37.09
7,4,11,vanilla,No,Somewhat,7.51
14,9,5,marzipan,No,No,69.5
11,5,5,chocolate,No,Somewhat,39.79
8,6,6,vanilla,No,Somewhat,28.01
8,9,7,strawberry,No,No,23.21
14,9,10,chocolate,No,No,66.83
9,8,10,strawberry,Yes,Somewhat,10.72
6,10,8,chocolate,Yes,No,10.7
7,8,6,chocolate,No,Somewhat,29.49
8,8,10,vanilla,No,Somewhat,17.1
6,6,10,chocolate,No,No,5.83
10,8,9,marzipan,No,No,33.94
8,6,6,lemon,No,No,15.56
11,8,9,marzipan,Yes,No,14.48
6,8,7,chocolate,No,No,14.11
12,8,6,chocolate,No,Somewhat,76.1
13,12,5,vanilla,Yes,No,60.08
9,7,6,chocolate,No,Somewhat,30.67
4,7,11,chocolate,No,Somewhat,4.62
11,5,12,chocolate,No,Very,16.21
10,12,9,lemon,Yes,No,18.62
7,9,5,vanilla,No,No,17.86
10,7,10,chocolate,No,Somewhat,25.2
9,9,8,strawberry,No,Somewhat,37.75
8,9,7,vanilla,No,Somewhat,28.93
9,7,7,vanilla,No,No,30.89
8,8,7,chocolate,No,Somewhat,32.26
6,6,12,vanilla,No,Very,4.15
14,8,7,chocolate,No,No,88.68
11,7,10,vanilla,No,Somewhat,44.77
11,6,8,vanilla,No,No,20.85
11,6,7,vanilla,No,Somewhat,41.22
8,12,10,vanilla,Yes,Somewhat,24.48
10,7,7,chocolate,No,Somewhat,52.24
7,7,9,vanilla,No,No,10.99
6,8,9,chocolate,Yes,Somewhat,10.46
12,6,6,vanilla,No,No,30.6
10,9,5,strawberry,No,No,45.81
13,7,5,chocolate,No,Somewhat,66.85
10,11,7,vanilla,Yes,Somewhat,51.25
9,5,8,chocolate,No,No,18.04
8,7,8,vanilla,No,Somewhat,19.76
11,7,7,chocolate,No,Somewhat,58.56
9,7,5,marzipan,No,Somewhat,41.9
13,7,6,chocolate,No,Very,74.47
12,7,9,chocolate,No,No,51.61
8,5,7,vanilla,No,Very,14.08
6,10,5,strawberry,Yes,Somewhat,9.29
9,4,9,lemon,No,Somewhat,23.3
9,8,7,chocolate,Yes,Somewhat,21.84
8,9,5,vanilla,Yes,No,8.96
7,8,10,lemon,No,No,20.01
11,6,5,chocolate,No,No,32.05
8,7,8,strawberry,No,Somewhat,28.99
12,8,9,chocolate,No,No,36.41
12,8,5,chocolate,No,No,57.57
13,8,7,chocolate,No,No,60.84
13,10,7,lemon,No,No,79.33
6,7,9,vanilla,No,Somewhat,9.6
8,7,5,marzipan,No,No,27.59
12,7,6,chocolate,No,Somewhat,45.5
8,8,7,chocolate,No,No,19.92
11,5,6,vanilla,No,Somewhat,40.13
10,7,8,marzipan,No,Somewhat,48.58
11,10,12,vanilla,No,No,19.26
7,8,8,chocolate,No,Somewhat,19.39
9,4,8,chocolate,No,Somewhat,21.06
4,7,11,lemon,No,Somewhat,5.72
7,6,9,chocolate,No,Somewhat,14.21
11,5,8,vanilla,No,No,15.18
7,5,8,chocolate,No,Somewhat,18.97
10,6,10,chocolate,No,Very,23.25
8,7,9,vanilla,No,Somewhat,14.18
8,5,4,vanilla,No,No,9.04
5,7,6,chocolate,No,Somewhat,10.82
11,7,9,strawberry,No,Somewhat,31.87
9,6,8,chocolate,No,Somewhat,21.3
7,9,10,vanilla,No,Somewhat,18.69
12,6,12,vanilla,No,Somewhat,24.77
10,7,9,lemon,No,No,37.73
11,12,8,vanilla,Yes,Very,56.1
9,7,9,vanilla,No,No,17.86
12,6,11,vanilla,No,Somewhat,33.73
7,10,6,vanilla,Yes,No,8.13
7,6,9,strawberry,No,Somewhat,10.4
8,13,9,chocolate,Yes,Somewhat,36.1
8,8,9,strawberry,No,Somewhat,14.39
14,7,12,chocolate,No,Somewhat,36.06
8,5,7,vanilla,No,Very,17.23
5,5,11,vanilla,No,No,4.39
7,7,9,chocolate,No,No,15.48
7,7,12,vanilla,No,Somewhat,7.44
13,6,7,strawberry,No,Somewhat,36.47
9,6,9,vanilla,No,Somewhat,25.05
12,8,5,vanilla,No,Somewhat,90.37
9,8,10,vanilla,No,No,21.15
9,7,6,chocolate,No,Somewhat,36.04
7,6,7,strawberry,No,Somewhat,21.24
10,5,8,chocolate,No,No,18.32
12,8,7,chocolate,No,Somewhat,91.24
12,8,8,chocolate,No,Somewhat,55.34
14,7,6,chocolate,No,Somewhat,82.86
10,7,9,vanilla,No,Somewhat,24.6
12,7,6,strawberry,No,No,48.05
10,7,5,vanilla,No,Somewhat,35.1
11,7,9,vanilla,No,Very,32.02
11,7,8,strawberry,No,No,41.33
8,7,7,lemon,No,Somewhat,24.08
6,8,8,marzipan,No,No,13.82
13,7,8,vanilla,No,Somewhat,67.8
11,5,10,chocolate,No,No,15.87
8,7,7,chocolate,No,No,21.78
11,10,6,chocolate,Yes,Somewhat,72.47
6,9,4,marzipan,No,Somewhat,23.8
6,4,8,strawberry,No,No,7.25
7,8,5,lemon,No,Somewhat,33.78
8,8,9,chocolate,No,No,23.79
9,8,9,lemon,No,Somewhat,37.07
5,7,9,strawberry,No,Somewhat,6.12
5,7,6,chocolate,No,Somewhat,16.72
13,7,7,lemon,No,Somewhat,53.6
9,7,9,vanilla,No,Somewhat,16.07
10,11,9,vanilla,Yes,Somewhat,35.13
11,6,4,coffee,No,Somewhat,52.71
8,12,9,strawberry,Yes,No,14.14
9,9,5,vanilla,No,Somewhat,32.62
6,6,11,lemon,No,No,9.51
8,6,10,strawberry,No,Somewhat,13.68
7,8,9,chocolate,No,Very,23.81
10,9,9,chocolate,No,Somewhat,31.29
10,8,9,coffee,No,No,33.18
14,7,5,chocolate,No,Somewhat,85.81
5,6,10,vanilla,No,Somewhat,4.06
6,8,9,lemon,No,Somewhat,18.05
7,6,5,chocolate,No,Somewhat,23.05
8,10,4,chocolate,No,Very,22.57
11,8,7,chocolate,No,Somewhat,39.37
14,7,10,lemon,No,No,62.6
10,5,6,chocolate,No,Very,23.62
10,7,9,chocolate,No,No,32.85
6,6,9,vanilla,No,No,6.41
10,6,7,chocolate,No,Somewhat,47.12
10,7,8,vanilla,No,Somewhat,33.98
11,10,9,vanilla,Yes,Very,44.6
9,6,11,chocolate,No,No,18.67
9,6,6,strawberry,No,Somewhat,25.6
7,11,9,vanilla,Yes,No,9.88
11,4,10,chocolate,No,No,14.0
9,6,7,vanilla,No,No,27.73
6,6,7,vanilla,No,Very,10.99
4,6,6,vanilla,No,Somewhat,5.09
13,12,7,chocolate,Yes,Somewhat,93.76
12,10,9,chocolate,No,Somewhat,72.68
11,4,6,vanilla,No,Somewhat,21.56
11,11,4,vanilla,Yes,Very,62.06
10,4,8,lemon,No,No,22.75
4,4,12,lemon,No,No,1.69
12,7,10,chocolate,No,No,38.06
11,5,6,chocolate,No,Very,38.56
11,8,6,vanilla,No,Somewhat,46.13
5,8,6,chocolate,No,No,7.02
11,8,11,vanilla,No,Somewhat,31.68
11,5,5,lemon,No,No,38.18
8,6,7,strawberry,No,No,14.11
12,6,9,lemon,No,Somewhat,40.29
5,6,9,vanilla,No,Somewhat,8.11
6,9,7,marzipan,Yes,Somewhat,15.39
9,8,10,lemon,No,Very,25.58
14,14,9,chocolate,Yes,Somewhat,148.55
6,6,12,vanilla,No,Somewhat,5.7
9,10,10,chocolate,Yes,Very,35.78
8,8,8,marzipan,No,Very,16.32
10,8,8,chocolate,No,No,48.97
11,8,11,chocolate,No,Very,19.48
10,7,9,vanilla,No,No,23.96
10,6,6,vanilla,No,Somewhat,38.53
10,6,4,vanilla,No,Somewhat,33.1
11,8,4,chocolate,No,No,42.2
12,8,10,chocolate,No,Somewhat,37.03
10,13,9,vanilla,Yes,Somewhat,40.98
13,7,8,lemon,No,Somewhat,68.14
9,8,7,lemon,No,No,29.07
9,9,12,lemon,No,Somewhat,19.32
12,8,7,strawberry,No,Somewhat,57.91
6,6,8,marzipan,No,No,6.22
12,7,6,chocolate,No,Somewhat,70.7
7,8,5,chocolate,No,Somewhat,19.6
10,7,7,chocolate,No,Somewhat,38.39
11,7,7,lemon,No,Very,34.02
6,7,7,vanilla,No,No,12.83
9,4,6,vanilla,No,Somewhat,25.68
8,4,7,lemon,No,Somewhat,16.77
13,8,5,chocolate,No,No,66.0
12,7,7,chocolate,No,No,56.93
11,6,6,vanilla,No,No,45.42
13,9,7,vanilla,No,Somewhat,110.52
7,7,7,vanilla,No,Somewhat,22.05
7,9,10,chocolate,No,Very,15.7
7,10,7,strawberry,No,No,17.24
11,6,8,chocolate,No,Somewhat,37.14
14,7,8,vanilla,No,Somewhat,70.25
9,11,12,vanilla,Yes,No,12.23
4,5,12,vanilla,No,No,1.38
4,7,8,chocolate,No,Somewhat,7.43
14,9,6,vanilla,No,Somewhat,70.68
7,8,5,strawberry,No,Somewhat,15.47
7,6,8,vanilla,No,No,13.34
12,8,8,chocolate,No,Somewhat,71.7
10,7,10,vanilla,No,Somewhat,18.82
7,8,7,chocolate,No,No,29.71
12,9,6,chocolate,No,Somewhat,99.56
10,8,6,strawberry,No,Somewhat,38.02
8,6,11,chocolate,No,No,7.06
7,5,5,chocolate,No,Very,12.53
6,7,9,lemon,No,Somewhat,14.47
14,10,7,strawberry,No,Somewhat,79.42
13,7,9,chocolate,No,Somewhat,49.6
8,6,7,vanilla,No,Very,14.26
13,7,6,vanilla,No,No,58.8
11,12,8,lemon,Yes,Somewhat,68.15
8,8,4,chocolate,No,No,22.48
13,9,9,vanilla,No,Somewhat,73.84
9,6,7,chocolate,No,Very,36.89
11,7,9,chocolate,No,Somewhat,56.31
14,8,4,chocolate,No,No,55.3
5,4,7,lemon,No,No,7.35
9,5,4,chocolate,No,Somewhat,18.04
8,8,10,vanilla,No,Somewhat,18.47
11,7,5,vanilla,No,No,33.34
6,8,7,chocolate,No,No,14.21
10,7,9,vanilla,No,Somewhat,24.78
11,9,8,strawberry,No,No,39.38
8,5,9,chocolate,No,Somewhat,18.58
8,5,11,lemon,No,Somewhat,9.51
11,6,10,chocolate,No,Somewhat,23.92
12,6,7,vanilla,No,Somewhat,38.48
9,5,8,lemon,No,No,20.59
13,10,8,chocolate,Yes,No,36.36
7,9,7,chocolate,Yes,Somewhat,16.14
5,9,12,chocolate,Yes,Somewhat,3.25
6,7,6,chocolate,No,Somewhat,11.16
7,5,8,lemon,No,No,14.52
10,9,6,marzipan,No,Somewhat,54.3
8,9,10,vanilla,No,No,18.88
11,7,8,vanilla,No,No,29.78
13,7,10,chocolate,No,Somewhat,38.1
6,4,12,chocolate,No,Somewhat,3.24
6,8,6,strawberry,No,No,12.96
10,5,7,chocolate,No,No,37.5
9,9,10,chocolate,No,Somewhat,30.74
12,9,10,chocolate,No,Somewhat,64.92
6,6,8,vanilla,No,No,6.02
12,6,4,chocolate,No,Somewhat,34.88
10,7,12,vanilla,No,Somewhat,20.13
7,5,9,vanilla,No,Somewhat,13.53
14,10,10,chocolate,No,No,63.63
7,8,10,chocolate,No,Somewhat,10.72
8,9,8,vanilla,No,No,18.24
11,7,11,vanilla,No,Somewhat,30.53
9,8,4,strawberry,No,Very,28.47
10,5,8,chocolate,No,No,27.89
7,8,4,strawberry,No,Very,12.03
8,7,6,chocolate,No,Somewhat,41.01
11,10,5,chocolate,No,No,64.75
6,4,8,vanilla,No,Somewhat,9.36
12,9,10,lemon,No,Somewhat,61.26
9,6,8,vanilla,No,Somewhat,17.35
5,7,6,strawberry,No,No,7.52
7,10,7,vanilla,No,Very,17.42
6,7,7,vanilla,No,Somewhat,13.05
10,6,10,vanilla,No,Somewhat,17.25
9,10,7,vanilla,No,Somewhat,57.24
5,8,5,marzipan,No,Somewhat,16.79
7,7,7,vanilla,No,Somewhat,16.88
8,6,11,vanilla,No,Somewhat,14.0
12,9,8,lemon,No,Very,68.33
10,7,5,vanilla,No,Very,25.6
7,6,9,chocolate,No,Somewhat,12.7
11,7,5,vanilla,No,No,33.07
7,6,9,chocolate,No,Somewhat,9.8
4,9,10,marzipan,Yes,No,2.34
4,6,7,chocolate,No,Somewhat,7.48
9,7,4,chocolate,No,No,27.17
8,4,8,lemon,No,No,15.71
10,6,7,vanilla,No,No,40.89
8,8,9,vanilla,No,Somewhat,25.91
9,7,7,chocolate,No,No,42.49
7,8,5,lemon,No,No,14.65
14,10,11,lemon,No,Somewhat,76.32
4,5,7,vanilla,No,No,5.05
11,7,10,strawberry,No,No,35.45
12,10,7,chocolate,Yes,Somewhat,48.65
11,7,8,lemon,No,No,60.57
10,7,7,lemon,No,Somewhat,49.75
8,4,4,marzipan,No,Somewhat,14.67
8,11,8,chocolate,Yes,Somewhat,29.1
6,6,11,chocolate,No,Very,4.24
7,5,8,chocolate,No,Somewhat,10.08
5,5,8,vanilla,No,No,3.74
11,6,8,vanilla,No,Somewhat,45.76
14,13,4,chocolate,Yes,Somewhat,92.66
8,7,6,chocolate,No,Somewhat,43.3
8,8,10,chocolate,No,Very,14.66
7,4,10,vanilla,No,Somewhat,6.32
10,6,12,vanilla,No,Somewhat,16.74
13,6,10,lemon,No,Very,47.36
12,8,7,chocolate,No,No,80.11
9,8,6,strawberry,No,No,29.13
6,8,9,vanilla,Yes,Somewhat,6.47
6,7,11,chocolate,No,Somewhat,10.91
6,7,5,chocolate,No,No,14.97
7,4,8,chocolate,No,Somewhat,8.32
9,7,11,lemon,No,No,22.23
11,7,9,chocolate,No,Somewhat,30.24
6,9,11,chocolate,No,Very,7.39
7,6,9,lemon,No,No,16.28
6,7,7,vanilla,No,Somewhat,18.3
7,6,8,chocolate,No,No,12.12
7,7,9,lemon,No,No,14.45
5,6,9,vanilla,No,Somewhat,7.86
8,7,10,vanilla,No,Somewhat,22.92
9,6,9,chocolate,No,Somewhat,24.65
9,5,8,vanilla,No,Somewhat,12.35
10,5,10,chocolate,No,Somewhat,24.14
12,6,6,lemon,No,Somewhat,57.16
9,10,8,chocolate,No,Somewhat,62.44
6,7,8,vanilla,No,No,13.04
7,10,6,vanilla,No,Somewhat,34.65
5,12,9,chocolate,Yes,Somewhat,13.58
8,6,7,chocolate,No,No,13.61
12,10,8,chocolate,No,Somewhat,88.64
6,6,7,vanilla,No,Somewhat,12.54
7,5,9,vanilla,No,No,5.51
14,8,5,vanilla,No,No,63.54
7,5,11,lemon,No,Very,9.14
7,9,11,chocolate,No,Somewhat,13.67
